Product ID,Sample,Predicted Price,MSE
bed1,6,45.95,0.0
bed1,7,45.95,29.356694234578523
bed1,8,41.984244557056186,3.977011353348217
bed1,9,22.082078775740403,320.6936425742874
bed1,10,40.415333310739264,0.18090842522442166
bed1,11,39.32047102268491,0.44826905146458895
bed1,12,39.89448369269235,0.009123364961690352
bed1,13,39.99,0.0
bed1,14,39.99,0.0
bed1,15,39.99,0.0
bed1,16,39.99,0.5625
bed2,6,89.9,0.0
bed2,7,89.9,0.0
bed2,8,89.9,0.0
bed2,9,89.9,0.0
bed2,10,89.9,0.0
bed2,11,89.9,1.9930795964013839
bed2,12,89.68451007698872,7.75349636885167
bed2,13,88.20785820215582,1.7104930769462365
bed2,14,87.01697680261674,0.013683572350434174
bed2,15,87.14744387477438,4.420270246576309
bed2,16,84.52239017810032,0.7617358481990602
bed2,17,85.29721068503875,29.12988317869638
bed2,18,78.23631319730337,0.09179679999117261
bed2,19,74.16042103930998,0.025734909853294317
bed3,6,97.99778594548624,35.9734362478723
bed3,7,89.43997189060616,2.0593056747504606
bed3,8,84.9154342651204,11.052737325535526
bed3,9,85.01405157511566,0.013007761786361389
bed3,10,85.28140014126858,0.1454660677596861
bed3,11,87.7665903576922,8.217340278813833
bed4,6,46.09124714638265,3.2715868854689045
bed4,7,48.18432822516802,0.0808425396271951
bed4,8,48.722509451576414,0.6765217979325359
bed4,9,48.31813879634805,0.17484005301139868
bed4,10,48.9967744934722,1.2029142895312084
computers1,6,98.71023590499766,0.036010411752059324
computers1,7,103.63913006836036,22.459353804837207
computers1,8,100.81175940746078,3.654824032014785
computers1,9,114.85840571398629,591.6767133386091
computers1,10,89.63673155990209,23.820691710553373
computers1,11,90.00483319433066,6.274189331420727
computers1,12,88.14673249279362,34.26074051091802
computers1,13,89.98516914158085,288.4959707681105
computers1,14,61.252725578231505,25.90216826796377
computers1,15,79.59879287159583,0.0907257342014876
computers2,6,84.63083378559415,15.714620920358051
computers2,7,81.52663285484496,2.981261015430074
computers2,8,77.27886981093656,2.6280630898928976
computers2,9,78.21870105391575,0.10157036176700696
computers2,10,77.39573871325216,0.2542794453125956
computers3,6,135.98381378878196,3.6717695960621746
computers3,7,137.32828460435925,0.326858493612661
computers3,8,139.0755510840819,17.435226855777437
computers3,9,131.19529734369743,3.2569516776655405
computers3,10,128.3408644751795,21.428895707155146
computers4,6,143.20559272360993,6.243466590261019
computers4,7,146.49319614441526,30.21485262677131
computers4,8,155.09998928649728,0.16330237571450948
computers4,9,137.76835161003493,149.3686893679361
computers4,10,155.871800509872,34.59557723793044
computers4,11,149.04530182277693,55.74189628955264
computers4,12,154.9831203921352,35.79772962678397
computers4,13,152.4482990182185,265.86743614839764
computers4,14,134.48168042918746,183.8357296616944
computers4,15,119.67474103489009,0.4552754641645496
computers4,16,115.55238941149149,1.1262210230977323
computers4,17,111.7072063421472,68.60467077856644
computers4,18,114.49882149047183,30.153041423504
computers5,6,91.68659066136145,13.590950704437452
computers5,7,98.58391464376535,75.41037354020226
computers5,8,95.23989399261987,266.9921356900547
computers6,6,149.9356955358602,0.0012741712803457637
computers6,7,149.9,0.0
computers6,8,149.9,0.0
consoles1,6,23.584808922254226,0.837574708785472
consoles1,7,26.67316521165655,33.952003650649466
consoles1,8,33.005795413798914,0.2558290006200149
consoles1,9,34.748559344768815,0.09522378587243463
consoles1,10,32.46610947839277,13.941938427348358
consoles1,11,36.48989458142158,0.08403886833759185
consoles1,12,35.52692069391859,0.45303575227503534
consoles2,6,23.7009544947134,0.6384737195187173
consoles2,7,23.490350754911105,12.552725527383544
consoles2,8,24.103803316211152,70.49611875286683
consoles2,9,33.04825802538554,0.0932697007942748
consoles2,10,33.28918478499711,0.8295843558807633
cool1,6,99.61975914314999,0.13707829208102462
cool1,7,99.99,0.0
cool1,8,99.99,0.0
cool1,9,99.99,0.0
cool1,10,99.99,0.0
cool1,11,99.99,0.0
cool1,12,99.99,0.0
cool1,13,99.99,0.0
cool1,14,99.99,0.0
cool1,15,99.99,102.54937784528872
cool2,6,129.99,170.62890625000037
cool2,7,120.11260405814586,0.015031755073835286
cool2,8,129.9492068866045,0.0016640781005000022
cool2,9,128.76215048963326,1.5076144201078736
cool2,10,80.64572877454387,2434.857102771379
cool2,11,122.53434880398855,55.5867347565871
cool2,12,105.78988787030399,585.6454270898606
cool2,13,129.99,0.0
cool3,6,38.16067011482375,720.3496286853149
cool3,7,60.55937123985332,19.719183785441842
cool4,6,116.20119204745559,2579.503013240439
cool4,7,153.95886222154704,530.4333073700838
cool4,8,164.17522793217438,92.79380021965711
cool4,9,172.34166548067134,5.530330532981114
cool5,6,99.99,0.0
cool5,7,99.99,0.0
cool5,8,99.99,0.0
cool5,9,99.99,0.0
cool5,10,99.99,0.0
cool5,11,99.99,0.0
cool5,12,99.99,4.153443999999928
cool5,13,96.82676375201329,147.24035680342382
furniture1,6,36.50942319634473,3.5742806505193827
furniture1,7,36.72158020526334,2.817093007363835
furniture1,8,37.51909900708762,4.134653407685505
furniture1,9,36.50442758693557,2.2633023643327825
furniture1,10,35.55202554775952,0.30473220537919804
furniture1,11,38.34652946710463,11.199259474199604
furniture1,12,35.1971813767606,0.03888049534120432
furniture1,13,34.343351441150794,0.43118732983873875
furniture2,6,75.0,25.046750835994438
furniture2,7,73.86206588489613,15.697966076257673
furniture2,8,70.59348793696232,0.48092551871224537
furniture2,9,70.10220718792473,0.040887746848426186
furniture2,10,70.09647679988001,0.038603132891086654
furniture2,11,69.85769376449737,401.6940392376678
furniture2,12,88.04992354425619,3.4227828920976053
furniture2,13,94.29543060940377,79.88610450656736
furniture3,6,31.492766536530546,47.709874118872214
furniture3,7,38.646869387555476,0.06094449451201665
furniture3,8,37.76654988080061,5.202210992262784
furniture3,9,39.210566756606,17.728872411835564
furniture3,10,32.814524000673,4.776305343634334
furniture3,11,33.88122015264858,1.251668346839665
furniture3,12,31.740837466980686,10.62214041663687
furniture4,6,99.9,0.0
furniture4,7,99.9,0.0
furniture4,8,99.9,0.0
furniture4,9,99.9,456.4327038985104
furniture4,10,99.11446879008056,233.5131009493316
garden1,6,122.79061812591912,7.787549524708365
garden1,7,117.14019155667462,214.3352088161269
garden1,8,78.31468511670602,288.16131538698244
garden1,9,109.23128601771535,370.2270876155284
garden1,10,77.28286796008223,161.47120467990464
garden1,11,123.270368786646,19.863992492870175
garden1,12,111.1779962939261,77.82774938998163
garden1,13,123.73975382821288,188.78083525989058
