Product ID,Optimal Price,Min MSE,Sample with Min MSE
bed1,45.95,0.0,6
bed2,89.9,0.0,6
bed3,85.01405157511567,0.013007761786364631,9
bed4,48.18432822516802,0.0808425396271951,7
computers1,98.71023590499766,0.036010411752059324,6
computers2,78.21870105391575,0.10157036176700696,9
computers3,137.32828460435925,0.326858493612661,7
computers4,155.09998928649722,0.16330237571446354,8
computers5,91.68659066136146,13.590950704437557,6
computers6,149.9,0.0,7
consoles1,36.48989458142159,0.08403886833759595,11
consoles2,33.04825802538555,0.09326970079427913,9
cool1,99.99,0.0,7
cool2,129.99,0.0,13
cool3,60.55937123985333,19.71918378544178,7
cool4,172.34166548067134,5.530330532981114,9
cool5,99.99,0.0,6
furniture1,35.1971813767606,0.03888049534120432,12
furniture2,70.09647679988001,0.038603132891086654,10
furniture3,38.646869387555476,0.06094449451201665,7
furniture4,99.9,0.0,6
garden1,122.79061812591912,7.787549524708365,6
garden10,59.9,0.0,6
garden2,59.9,0.0,6
garden3,97.74328512633251,5.047727723558706,17
garden4,50.156773971568626,0.040147691451225785,8
garden5,100.95647691442866,0.0018942589776499322,14
garden6,59.9,0.0,6
garden7,59.9,0.0,6
garden8,186.51457407018106,1.7948272510721097,7
garden9,59.9,0.0,6
health1,84.99,0.0,6
health10,50.33966750279756,0.13714615848419556,7
health2,325.0,0.0,6
health3,121.2038895901865,3.190190396044109,7
health4,29.9,0.0,6
health5,349.9,0.0,6
health6,67.0954279865458,0.011115060347102577,6
health7,58.989999999999995,5.048709793414476e-29,13
health8,89.99,0.0,6
health9,19.99,0.0,6
perfumery1,56.989999999999995,5.048709793414476e-29,6
perfumery2,117.91813687569531,0.04758369653811013,8
watches1,153.32438280932845,2.0907578375689906,12
watches2,144.98270971539975,1.0232859726199202,9
watches3,78.0,0.0,6
watches4,105.09927134505097,0.009854799948227846,9
watches5,209.12781132660137,22.497907598127863,9
watches6,114.97785675856693,16.17763625460573,12
watches7,278.53456916132615,4.545839914419136,9
watches8,153.8231772378976,11.020274386848145,9
