Product ID,Optimal Price,Min MSE,Sample with Min MSE
bed1,45.95,0.0,6
bed2,89.9,0.0,6
bed3,85.01405157511569,0.013007761786367871,9
bed4,48.18432822516802,0.0808425396271951,7
computers1,98.71560473381837,0.034001614190197434,6
computers2,78.21870105391572,0.10157036176698883,9
computers3,137.32828460435925,0.326858493612661,7
computers4,155.09998928649725,0.16330237571450948,8
computers5,91.68659066136146,13.590950704437557,6
computers6,149.9,0.0,7
consoles1,36.48989458142159,0.08403886833759595,11
consoles2,33.048258025385536,0.09326970079427045,9
cool1,99.99,0.0,7
cool2,129.99,0.0,13
cool3,60.55937123985332,19.719183785441842,7
cool4,172.34166548067125,5.530330532980712,9
cool5,99.99,0.0,6
furniture1,35.1971813767606,0.03888049534120432,12
furniture2,70.09647679988001,0.038603132891086654,10
furniture3,38.646869387555476,0.06094449451201665,7
furniture4,99.9,0.0,6
garden1,122.79061812591912,7.787549524708365,6
garden10,59.9,0.0,6
garden2,59.9,0.0,6
garden3,97.74328512633252,5.047727723558642,17
garden4,50.15677397156862,0.04014769145122864,8
garden5,100.95647691442866,0.0018942589776499322,14
garden6,59.9,0.0,6
garden7,59.9,0.0,6
garden8,186.51457407018106,1.7948272510721097,7
garden9,59.9,0.0,6
health1,84.99,0.0,6
health10,50.33966750279756,0.13714615848419556,7
health2,325.0,0.0,6
health3,121.2038895901865,3.190190396044109,7
health4,29.9,0.0,6
health5,349.9,0.0,6
health6,67.09542798654581,0.011115060347105575,6
health7,58.989999999999995,5.048709793414476e-29,13
health8,89.99,0.0,6
health9,19.99,0.0,6
perfumery1,56.989999999999995,5.048709793414476e-29,6
perfumery2,117.91813687569531,0.04758369653811013,8
watches1,153.32438280932837,2.090757837568744,12
watches2,144.98270971539975,1.0232859726199777,9
watches3,78.0,0.0,6
watches4,105.09927134505097,0.009854799948227846,9
watches5,209.12781132660132,22.497907598127323,9
watches6,114.97785675856693,16.17763625460573,12
watches7,278.53456916132643,4.5458399144179245,9
watches8,153.8231772378975,11.02027438684871,9
